NAME                           ,TYPE    ,HINT                                                         ,UNITS               ,FORMAT ,MIN SW                                                      ,MAX SW                          ,MIN DB ,MAX DB ,SW DEFAULT                ,SW DEFAULT REAL ,GAIN   ,INCREMENT ,INDEX ,Backup (y/n) ,Restore (y/n) ,Range (y/n) ,Array Value Ref    ,Array Value ,ENUM VAL ,ENUM                          ,VisRenter ,VisDealer1 ,VisDealer2 ,VisDealer3 ,VisDealer4 ,VisDealer5 ,VisCusINSP ,VisCusTech ,VisCusEng ,VisSSTech ,VisSSEng ,EdRenter ,EdDealer1 ,EdDealer2 ,EdDealer3 ,EdDealer4 ,EdDealer5 ,EdCusINSP ,EdCusTech ,EdCusEng ,EdSSTech ,EdSSEng ,TEXT                          ,ARGUMENTS

CONFIG_eTRIM_SOURCES           ,enum    ,Enumeration Trim  Source Type                                ,                    ,       ,                                                            ,                                ,       ,       ,                          ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,          ,           ,           ,           ,           ,           ,           ,           ,          ,          ,         ,         ,          ,          ,          ,          ,          ,          ,          ,         ,         ,        ,
-CONFIG_TRIM_NONE              ,        ,                                                             ,                    ,       ,                                                            ,                                ,       ,       ,                          ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,0        ,                              ,          ,           ,           ,           ,           ,           ,           ,           ,          ,          ,         ,         ,          ,          ,          ,          ,          ,          ,          ,         ,         ,        ,
-CONFIG_TRIM_ANALOG            ,        ,                                                             ,                    ,       ,                                                            ,                                ,       ,       ,                          ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,          ,           ,           ,           ,           ,           ,           ,           ,          ,          ,         ,         ,          ,          ,          ,          ,          ,          ,          ,         ,         ,        ,
-CONFIG_TRIM_N2K               ,        ,                                                             ,                    ,       ,                                                            ,                                ,       ,       ,                          ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,          ,           ,           ,           ,           ,           ,           ,           ,          ,          ,         ,         ,          ,          ,          ,          ,          ,          ,          ,         ,         ,        ,

CONFIG_eOP_MODE                ,enum    ,Enumeration for actuator used                                ,                    ,       ,                                                            ,                                ,       ,       ,                          ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,          ,           ,           ,           ,           ,           ,           ,           ,          ,          ,         ,         ,          ,          ,          ,          ,          ,          ,          ,         ,         ,        ,
-CONFIG_NOT_CONTROLLED         ,        ,                                                             ,                    ,       ,                                                            ,                                ,       ,       ,                          ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,0        ,                              ,          ,           ,           ,           ,           ,           ,           ,           ,          ,          ,         ,         ,          ,          ,          ,          ,          ,          ,          ,         ,         ,        ,
-CONFIG_IS_CONTROLLED          ,        ,                                                             ,                    ,       ,                                                            ,                                ,       ,       ,                          ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,          ,           ,           ,           ,           ,           ,           ,           ,          ,          ,         ,         ,          ,          ,          ,          ,          ,          ,          ,         ,         ,        ,

CONFIG_eHOLD_MODE              ,enum    ,Enumeration for possible hold modes                          ,                    ,       ,                                                            ,                                ,       ,       ,                          ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,          ,           ,           ,           ,           ,           ,           ,           ,          ,          ,         ,         ,          ,          ,          ,          ,          ,          ,          ,         ,         ,        ,
-CONFIG_CONTINUOUS             ,        ,                                                             ,                    ,       ,                                                            ,                                ,       ,       ,                          ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,0        ,                              ,          ,           ,           ,           ,           ,           ,           ,           ,          ,          ,         ,         ,          ,          ,          ,          ,          ,          ,          ,         ,         ,        ,
-CONFIG_MEMORY_RECALL          ,        ,                                                             ,                    ,       ,                                                            ,                                ,       ,       ,                          ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,          ,           ,           ,           ,           ,           ,           ,           ,          ,          ,         ,         ,          ,          ,          ,          ,          ,          ,          ,         ,         ,        ,

CALIBRATION                    ,struct  ,Calibration                                                  ,                    ,       ,                                                            ,                                ,       ,       ,                          ,                ,       ,          ,3     ,y            ,y             ,y           ,                   ,            ,         ,                              ,          ,           ,           ,           ,           ,           ,           ,           ,          ,          ,         ,         ,          ,          ,          ,          ,          ,          ,          ,         ,         ,        ,                              ,
-u16Version                    ,IUINT16 ,Calibration Table Version                                    ,                    ,       ,                                                            ,                                ,       ,       ,CONFIG_CAL_TABLE_VERSION  ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,0         ,0          ,0          ,0          ,0          ,0          ,0          ,0          ,0         ,0         ,0        ,0        ,0         ,0         ,0         ,0         ,0         ,0         ,0         ,0        ,0        ,0       ,                              ,
-u8NumberOfEngines             ,UINT8   ,Number of Engines                                            ,                    ,       ,0                                                           ,CONFIG_MAX_ENGINES              ,       ,       ,0                         ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-u8J1939EcuInstance            ,UINT8   ,J1939EcuInstance                                             ,                    ,       ,0                                                           ,1                               ,       ,       ,0                         ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-zu8PowerPole0Address          ,UINT8   ,Address of PP0                                               ,                    ,       ,                                                            ,                                ,       ,       ,"0, 0, 0, 0, 0, 0"        ,                ,       ,          ,      ,             ,              ,            ,HALBT_ADDRESS_SIZE ,6           ,         ,                              ,0         ,0          ,0          ,0          ,0          ,0          ,0          ,0          ,0         ,1         ,1        ,0        ,0         ,0         ,0         ,0         ,0         ,0         ,0         ,0        ,1        ,1       ,                              ,
-zu8PowerPole1Address          ,UINT8   ,Address of PP1                                               ,                    ,       ,                                                            ,                                ,       ,       ,"0, 0, 0, 0, 0, 0"        ,                ,       ,          ,      ,             ,              ,            ,HALBT_ADDRESS_SIZE ,6           ,         ,                              ,0         ,0          ,0          ,0          ,0          ,0          ,0          ,0          ,0         ,1         ,1        ,0        ,0         ,0         ,0         ,0         ,0         ,0         ,0         ,0        ,1        ,1       ,                              ,
-u16TiltSafePosition           ,IUINT16 ,Tilt Safe Memory Position                                    ,inches              ,0.00   ,CONFIG_POSITION_FULL_DN                                     ,CONFIG_POSITION_FULL_UP         ,       ,       ,300                       ,                ,1.0E-2 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,0        ,0         ,0         ,0         ,0         ,0         ,0         ,0         ,0        ,1        ,1       ,                              ,
-u16Smartstick0_DC_DN          ,IUINT16 ,Smartstick 0 DC JP DN                                        ,%                   ,       ,SS_DC_MIN_LOW                                               ,SS_DC_MIN_HIGH                  ,       ,       ,1100                      ,                ,1.0E-2 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,0        ,0         ,0         ,0         ,0         ,0         ,0         ,0         ,0        ,1        ,1       ,                              ,
-u16Smartstick0_DC_UP          ,IUINT16 ,Smartstick 0 DC JP UP                                        ,%                   ,       ,SS_DC_MAX_LOW                                               ,SS_DC_MAX_HIGH                  ,       ,       ,5550                      ,                ,1.0E-2 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,0        ,0         ,0         ,0         ,0         ,0         ,0         ,0         ,0        ,1        ,1       ,                              ,
-u16Smartstick1_DC_DN          ,IUINT16 ,Smartstick 1 DC JP DN                                        ,%                   ,       ,SS_DC_MIN_LOW                                               ,SS_DC_MIN_HIGH                  ,       ,       ,1100                      ,                ,1.0E-2 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,0        ,0         ,0         ,0         ,0         ,0         ,0         ,0         ,0        ,1        ,1       ,                              ,
-u16Smartstick1_DC_UP          ,IUINT16 ,Smartstick 1 DC JP UP                                        ,%                   ,       ,SS_DC_MAX_LOW                                               ,SS_DC_MAX_HIGH                  ,       ,       ,5550                      ,                ,1.0E-2 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,0        ,0         ,0         ,0         ,0         ,0         ,0         ,0         ,0        ,1        ,1       ,                              ,
-u8TrimControlled              ,UINT8   ,Trim Control                                                 ,                    ,       ,CONFIG_NOT_CONTROLLED                                       ,CONFIG_IS_CONTROLLED            ,       ,       ,CONFIG_NOT_CONTROLLED     ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,         ,0:Not Controlled|1:Controlled ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,0:Not Controlled|1:Controlled ,
-u16TrimTiltThreshold          ,IUINT16 ,Trim_Tilt Threshold                                          ,%                   ,00.0   ,(CONFIG_TRIM_OFFSET_FROM_THRESHOLD + CONFIG_TRIM_FULL_DOWN) ,1000                            ,       ,       ,700                       ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,0        ,0         ,0         ,0         ,0         ,0         ,0         ,0         ,0        ,1        ,1       ,                              ,
-i16Trim0_Value_Engine_DN      ,ISINT16 ,Trim 0 Value Engine DN                                       ,counts or N2K value ,       ,-124                                                        ,4095                            ,       ,       ,0                         ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,0        ,0         ,0         ,0         ,0         ,0         ,0         ,0         ,0        ,1        ,1       ,                              ,
-i16Trim0_Value_Engine_UP      ,ISINT16 ,Trim 0 Value Engine UP                                       ,counts or N2K value ,       ,-124                                                        ,4095                            ,       ,       ,4095                      ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,0        ,0         ,0         ,0         ,0         ,0         ,0         ,0         ,0        ,1        ,1       ,                              ,
-i16Trim1_Value_Engine_DN      ,ISINT16 ,Trim 1 Value Engine DN                                       ,counts or N2K value ,       ,-124                                                        ,4095                            ,       ,       ,0                         ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,0        ,0         ,0         ,0         ,0         ,0         ,0         ,0         ,0        ,1        ,1       ,                              ,
-i16Trim1_Value_Engine_UP      ,ISINT16 ,Trim 1 Value Engine UP                                       ,counts or N2K value ,       ,-124                                                        ,4095                            ,       ,       ,4095                      ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,0        ,0         ,0         ,0         ,0         ,0         ,0         ,0         ,0        ,1        ,1       ,                              ,
-u8TrimSource                  ,UINT8   ,Trim Source                                                  ,                    ,       ,CONFIG_TRIM_NONE                                            ,CONFIG_TRIM_N2K                 ,       ,       ,CONFIG_TRIM_NONE          ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,         ,0:None|1:Analog|2:NMEA2K      ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,0:None|1:Analog|2:NMEA2K      ,
-u8SecondJackplateControlled   ,UINT8   ,Second Jackplate Control                                     ,                    ,       ,CONFIG_NOT_CONTROLLED                                       ,CONFIG_IS_CONTROLLED            ,       ,       ,CONFIG_NOT_CONTROLLED     ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,         ,0:Not Controlled|1:Controlled ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,0:Not Controlled|1:Controlled ,
-u16TiebarMap                  ,UINT16  ,Bitmap of the tiebars location                               ,                    ,       ,0                                                           ,65535                           ,       ,       ,0                         ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-u8InteractDriveInstance       ,UINT8   ,Instance of this Interact Drive                              ,                    ,       ,0                                                           ,255                             ,       ,       ,253                       ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-u8HoldFunction                ,UINT8   ,Hold functionality                                           ,                    ,       ,CONFIG_CONTINUOUS                                           ,CONFIG_MEMORY_RECALL            ,       ,       ,CONFIG_MEMORY_RECALL      ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,         ,0:Continuous|1:Memory Recall  ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,0:Continuous|1:Memory Recall  ,
-i16Trim0TiltLevel             ,ISINT16 ,position of the threshold between trim and tilt for engine 0 ,%                   ,       ,                                                            ,                                ,       ,       ,1000                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16Trim1TiltLevel             ,ISINT16 ,position of the threshold between trim and tilt for engine 1 ,%                   ,       ,                                                            ,                                ,       ,       ,1000                      ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16Jackplate0SafeLevel        ,ISINT16 ,position of the jackplate 0 for safe operation               ,%                   ,       ,                                                            ,                                ,       ,       ,0                         ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16Jackplate1SafeLevel        ,ISINT16 ,position of the jackplate 1 for safe operation               ,%                   ,       ,                                                            ,                                ,       ,       ,0                         ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,

SETTINGS                       ,struct  ,Settings                                                     ,                    ,       ,                                                            ,                                ,       ,       ,                          ,                ,       ,          ,3     ,y            ,y             ,y           ,                   ,            ,         ,                              ,          ,           ,           ,           ,           ,           ,           ,           ,          ,          ,         ,         ,          ,          ,          ,          ,          ,          ,          ,         ,         ,        ,                              ,
-u16Version                    ,IUINT16 ,Settings Table Version                                       ,                    ,       ,                                                            ,                                ,       ,       ,CONFIG_MEM_RECALL_VERSION ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,0         ,0          ,0          ,0          ,0          ,0          ,0          ,0          ,0         ,0         ,0        ,0        ,0         ,0         ,0         ,0         ,0         ,0         ,0         ,0        ,0        ,0       ,                              ,
-u16NmeaHeartbeatRate          ,UINT16  ,heartbeat rate in ms                                         ,s                   ,       ,1000                                                        ,60000                           ,       ,       ,60000                     ,                ,1.0E-3 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-u16BtnDebounceTime            ,IUINT16 ,Switch Debounce Time                                         ,s                   ,       ,SWITCH_DEBOUNCE_MIN                                         ,SWITCH_DEBOUNCE_MAX             ,       ,       ,4                         ,                ,1.0E-2 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,0         ,0          ,0          ,0          ,0          ,0          ,0          ,0          ,0         ,1         ,1        ,0        ,0         ,0         ,0         ,0         ,0         ,0         ,0         ,0        ,1        ,1       ,                              ,
-u16BtnHeldThreshold           ,IUINT16 ,Switch Hold Threshold                                        ,s                   ,0      ,SWITCH_HOLD_SHORT_THRESHOLD_MIN                             ,SWITCH_HOLD_SHORT_THRESHOLD_MAX ,       ,       ,40                        ,                ,1.0E-2 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,0         ,0          ,0          ,0          ,0          ,0          ,0          ,0          ,0         ,1         ,1        ,0        ,0         ,0         ,0         ,0         ,0         ,0         ,0         ,0        ,1        ,1       ,                              ,
-u16BtnDoubleTapGap            ,IUINT16 ,Double Tap Gap Time                                          ,s                   ,       ,SWITCH_TAP_GAP_MIN                                          ,SWITCH_TAP_GAP_MAX              ,       ,       ,50                        ,                ,1.0E-2 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,0         ,0          ,0          ,0          ,0          ,0          ,0          ,0          ,0         ,1         ,1        ,0        ,0         ,0         ,0         ,0         ,0         ,0         ,0         ,0        ,1        ,1       ,                              ,
-i16JackplateBumpDistance      ,ISINT16 ,distance of a bump for the jackplate                         ,%                   ,       ,10                                                          ,100                             ,       ,       ,50                        ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimAnalogBumpDistance     ,ISINT16 ,distance of a bump for the trim with analog source           ,%                   ,       ,10                                                          ,100                             ,       ,       ,50                        ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-i16TrimN2kBumpDistance        ,ISINT16 ,distance of a bump for the trim with nmea source             ,%                   ,       ,10                                                          ,200                             ,       ,       ,100                       ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-u16JPminSpd                   ,UINT16  ,Min JP speed                                                 ,                    ,       ,0                                                           ,32767                           ,       ,       ,10                        ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-u16TrimMinSpd                 ,UINT16  ,Min Trim speed                                               ,                    ,       ,0                                                           ,32767                           ,       ,       ,15                        ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-u8NumberOfAnalogTrimPositions ,UINT8   ,Analog trim positions                                        ,                    ,       ,5                                                           ,20                              ,       ,       ,20                        ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-u8NumberOfNMEATrimPositions   ,UINT8   ,NMEA 2000 trim positions                                     ,                    ,       ,5                                                           ,10                              ,       ,       ,10                        ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-u8TrimUpPreStopDistance       ,UINT8   ,Trim UP N2K pre-stop                                         ,%                   ,       ,0                                                           ,255                             ,       ,       ,16                        ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,0         ,0          ,0          ,0          ,0          ,0          ,0          ,0          ,0         ,1         ,1        ,0        ,0         ,0         ,0         ,0         ,0         ,0         ,0         ,0        ,1        ,1       ,                              ,
-u8TrimDnPreStopDistance       ,UINT8   ,Trim DN N2K pre-stop                                         ,%                   ,       ,0                                                           ,255                             ,       ,       ,16                        ,                ,1.0E-1 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,0         ,0          ,0          ,0          ,0          ,0          ,0          ,0          ,0         ,1         ,1        ,0        ,0         ,0         ,0         ,0         ,0         ,0         ,0         ,0        ,1        ,1       ,                              ,
-u8JackplateMotionErrorCnt     ,UINT8   ,JP motion err counts                                         ,                    ,       ,0                                                           ,255                             ,       ,       ,40                        ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-u8TrimMotionErrorCnt          ,UINT8   ,Trim motion err counts                                       ,                    ,       ,0                                                           ,255                             ,       ,       ,80                        ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-u8JackplateDirErrorCnt        ,UINT8   ,JP Direction err counts                                      ,                    ,       ,0                                                           ,255                             ,       ,       ,12                        ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-u8TrimDirErrorCnt             ,UINT8   ,Trim Direction err counts                                    ,                    ,       ,0                                                           ,255                             ,       ,       ,12                        ,                ,       ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,1         ,1          ,1          ,1          ,1          ,1          ,1          ,1          ,1         ,1         ,1        ,1        ,1         ,1         ,1         ,1         ,1         ,1         ,1         ,1        ,1        ,1       ,                              ,
-u8JPPositionSyncTolerance     ,IUINT8  ,JP Position Sync Tolerance                                   ,""""                ,       ,0                                                           ,255                             ,       ,       ,20                        ,                ,1.0E-2 ,          ,      ,             ,              ,            ,                   ,            ,         ,                              ,0         ,0          ,0          ,0          ,0          ,0          ,0          ,0          ,0         ,1         ,1        ,0        ,0         ,0         ,0         ,0         ,0         ,0         ,0         ,0        ,1        ,1       ,                              ,
